first_name,middle_initial,last_name,animal,material,country
Isis,W,Bunning,"Tern, white-winged black",Plastic,China
Ameline,L,Mallaby,Amazon parrot (unidentified),Aluminum,Japan
Reynold,Y,Lamshead,"Otter, cape clawless",Wood,China
Johnathon,G,Fowgies,Ring-tailed lemur,Glass,China
Gannie,W,Kopke,Hoffman's sloth,Plexiglass,Philippines
Olvan,Z,Durward,Common ringtail,Wood,Morocco
Carleton,S,MacIlhagga,Herring gull,Plexiglass,Saudi Arabia
Alon,F,Dibdin,Violet-crested turaco,Plastic,Indonesia
Eddy,N,Reedick,Black and white colobus,Granite,China
Chicky,Z,Broose,"Deer, roe",Stone,Portugal
Menard,I,Wannes,"Crow, pied",Aluminum,Russia
Wood,R,Barsham,Neotropic cormorant,Steel,China
Belle,H,Dagworthy,"Dove, rock",Wood,Russia
Dunc,V,Dimeloe,Blesbok,Plexiglass,Peru
Cyril,S,Gyngell,"Bird, magnificent frigate",Brass,Croatia
Ceil,Y,Crumb,"Pademelon, red-legged",Plexiglass,Nigeria
Tiffy,L,Sevin,Gray langur,Aluminum,Indonesia
Allen,F,Dufton,Ornate rock dragon,Plastic,United States
Shandie,Q,Bresnahan,"Bird, bare-faced go away",Stone,Brazil
Terrel,V,Felgat,"Wallaby, dama",Aluminum,Russia
Quintus,S,Baird,"Sandgrouse, yellow-throated",Brass,Israel
Hayward,G,Bagnold,"Beaver, american",Brass,Poland
Fowler,B,McGlue,Red-shouldered glossy starling,Glass,China
Irving,E,Vida,White-necked stork,Brass,Portugal
Gilly,X,Ifill,Short-beaked echidna,Granite,China
Mattheus,K,Orr,"Shark, blue",Aluminum,Serbia
Duncan,G,Kobu,"Fox, crab-eating",Plastic,Norway
Emlyn,U,Adan,"Shrike, common boubou",Plastic,Niger
Jordanna,G,Garey,White-necked raven,Glass,Laos
David,H,Kitteman,Yellow-crowned night heron,Stone,Honduras
Jena,V,Beisley,"Phascogale, red-tailed",Plastic,Philippines
Abe,Y,Pagel,"Penguin, galapagos",Plastic,Indonesia
Pollyanna,X,Farrimond,Coyote,Aluminum,Iran
Fiorenze,M,Nizet,"Fox, arctic",Wood,China
Cale,B,Marquot,"Robin, white-throated",Granite,Somalia
Bertha,R,Tyhurst,American badger,Granite,Mexico
Reinald,B,Priddle,Ringtail cat,Glass,Sweden
Erick,S,Folling,Openbill stork,Brass,Philippines
Gordy,W,Pomfret,Southern sea lion,Wood,Portugal
Kalina,T,Ladewig,White-fronted capuchin,Steel,Peru
Jase,E,Brise,"Capuchin, brown",Steel,China
Augusto,R,Torrijos,Little brown dove,Plastic,China
Jere,M,MacFarlane,Rainbow lory,Stone,Russia
Darius,Q,Wittleton,"Macaw, green-winged",Rubber,Russia
Aidan,U,Robertis,Dusky rattlesnake,Brass,Madagascar
Erhart,A,Master,"Snake, carpet",Glass,France
Ward,J,Crebott,Australian magpie,Plexiglass,Japan
Christean,A,Chaffin,Painted stork,Brass,Sweden
Addy,G,Boorer,Red-capped cardinal,Vinyl,Panama
Crosby,H,Shopcott,Common boubou shrike,Steel,France
Katerine,Y,Wray,"Seal, harbor",Glass,France
Magdalena,F,Grimsdale,Red sheep,Steel,China
Ely,C,O'Dulchonta,"Hartebeest, coke's",Glass,Afghanistan
Alexandra,A,Bullivent,"Kangaroo, brush-tailed rat",Vinyl,United States
Janetta,M,Askell,Greater kudu,Glass,Azerbaijan
Sacha,W,Howel,"Iguana, common green",Glass,Tanzania
Margot,E,Allright,Black-backed magpie,Rubber,Malawi
Nate,E,Prujean,Platypus,Aluminum,Portugal
Monty,H,Sparrowe,Indian jackal,Vinyl,China
Hunt,B,Gallant,"Magpie, australian",Rubber,China
Annamaria,M,Polden,"Sparrow, house",Stone,Philippines
Niccolo,U,Dallinder,Woolly-necked stork,Stone,France
Ardenia,U,Ricco,"Turkey, common",Rubber,Finland
Lowe,W,Goaks,Golden eagle,Rubber,Slovenia
Giovanna,M,Fynan,Yellow mongoose,Glass,Mexico
Shea,O,Ferreres,"Caracara, yellow-headed",Rubber,China
Carmina,Q,Lutton,"Albatross, waved",Rubber,Cameroon
Briant,H,Blasdale,"Egret, snowy",Steel,Italy
Astrix,V,Treagus,"Boubou, southern",Brass,Jordan
Dalston,W,De Zamudio,"Cat, european wild",Granite,Democratic Republic of the Congo
Burke,B,Hamp,"Cat, african wild",Plastic,China
Ileana,E,Curreen,Monitor lizard (unidentified),Plastic,Poland
Angie,Z,Geldert,Southern right whale,Glass,China
Laurianne,Y,Pinniger,Greater roadrunner,Brass,Russia
Artus,U,Rabbe,"Cat, ringtail",Wood,Sweden
Kassia,I,Pray,Crested screamer,Glass,France
Nedi,C,Clineck,Steller's sea lion,Plastic,Netherlands
Latisha,K,Orgill,White-lipped peccary,Stone,Azerbaijan
Dari,U,Chapelhow,Masked booby,Vinyl,China
Nara,Z,Van der Linde,"Tortoise, radiated",Wood,Indonesia
Trescha,W,Rexworthy,Meerkat,Granite,Iran
Patty,F,Sackler,"Lion, galapagos sea",Wood,Philippines
Marylin,B,O'Lennachain,Eastern box turtle,Plexiglass,Sweden
Stacie,L,Densun,"Screamer, southern",Aluminum,Portugal
Dwight,G,Gabby,"Monkey, black spider",Plastic,Portugal
Jacenta,H,Ovid,Collared lizard,Plastic,Philippines
Serena,L,Huckleby,"Hen, sage",Steel,Argentina
Catriona,N,Axon,Roseat flamingo,Glass,Indonesia
Abelard,X,Binford,"Gecko, bent-toed",Steel,Poland
Boy,H,Calcott,Bahama pintail,Plexiglass,Estonia
Bernete,F,Castanho,Asiatic wild ass,Stone,Latvia
Connor,Z,Urridge,Asian foreset tortoise,Granite,Laos
Rollie,Q,Butt,Asian foreset tortoise,Wood,Slovenia
Elyn,J,Huggons,"Crane, brolga",Glass,Yemen
Merridie,W,Latham,Great kiskadee,Rubber,Russia
Drusi,S,Mulhall,Sockeye salmon,Aluminum,Sweden
Dodie,A,Cancellieri,Greylag goose,Stone,Nigeria
Herbert,A,Keenan,"Wapiti, elk,",Plastic,Vietnam
Marcellina,X,Adamo,"Tinamou, elegant crested",Vinyl,China
Kerianne,S,Ventris,"Wolf, timber",Stone,Russia
Arluene,J,Ollerton,Southern white-crowned shrike,Rubber,Afghanistan
Ollie,Z,Carling,Silver gull,Plexiglass,South Africa
Ally,M,McCrackem,Yellow-bellied marmot,Steel,China
Clovis,V,Gosselin,"Raven, white-necked",Granite,Uganda
Robinetta,L,Macey,Grison,Plastic,China
Elizabet,Y,Ferney,"Antelope, sable",Stone,Colombia
Carter,U,Grzegorzewicz,Red-breasted nuthatch,Brass,Philippines
Fowler,V,Windham,"Macaw, blue and gold",Steel,Venezuela
Rochell,X,Adamowitz,Long-finned pilot whale,Stone,China
Clayton,A,Germon,"Heron, yellow-crowned night",Brass,Japan
Danni,G,Winterbottom,Ground monitor (unidentified),Plastic,China
Rosetta,R,Willshire,"Eagle, african fish",Granite,China
Shelba,W,Tipper,"Squirrel, eurasian red",Steel,Kosovo
Terrijo,R,Bestman,"Gecko, ring-tailed",Brass,Azerbaijan
Goraud,I,Phear,Square-lipped rhinoceros,Rubber,Russia
Saloma,C,Medlin,Komodo dragon,Steel,Mongolia
Yul,O,Muncie,"Whale, killer",Brass,China
Sully,A,Leere,House crow,Plastic,China
Karalee,O,Koppes,Brown lemur,Granite,Belgium
Corinna,R,Menham,Asian water buffalo,Plastic,Costa Rica
Stephi,C,Whittall,"Lapwing, southern",Wood,Sweden
Candide,A,Byre,"Rattlesnake, horned",Vinyl,South Africa
Corrina,O,Kleanthous,"Ibis, sacred",Brass,China
Joanne,M,Da Costa,"Lion, australian sea",Aluminum,Thailand
Persis,W,Coppeard,Agile wallaby,Vinyl,China
Stevena,U,Oliveti,"Dove, galapagos",Steel,Indonesia
Lorant,R,Dowbiggin,Red-knobbed coot,Steel,Indonesia
Lanette,D,Troup,Mountain lion,Granite,China
Jorge,I,Lanaway,Black-backed magpie,Rubber,Laos
Channa,M,Gaymar,"Meerkat, red",Glass,Pakistan
Amitie,W,Glanders,"Capuchin, weeper",Rubber,China
Kristian,Z,Spino,Red-billed buffalo weaver,Vinyl,China
Becka,P,Brissard,Huron,Plexiglass,Syria
Liva,A,Deamer,North American river otter,Glass,Vietnam
Marys,B,Rasper,Short-nosed bandicoot,Vinyl,Mexico
Marrissa,S,Waghorne,"Cockatoo, roseate",Wood,Russia
Missie,N,Gourdon,Emu,Brass,Peru
Idelle,Y,Tatlowe,Red-tailed phascogale,Brass,Chile
La verne,G,Du Barry,Chital,Vinyl,Cameroon
Theresina,V,Whayman,American alligator,Vinyl,China
Wolfie,U,Finnimore,Blue peacock,Wood,France
Corri,M,Divina,"Cardinal, red-capped",Plastic,Philippines
Jillana,D,Dourin,Southern black-backed gull,Stone,China
Benedicta,P,Manston,Gecko (unidentified),Steel,Indonesia
Hamil,J,Perigo,"Dove, laughing",Granite,Philippines
Alessandra,U,Horning,White-mantled colobus,Brass,Belize
Lew,H,Robertsson,"Teal, hottentot",Wood,China
Boyd,N,Standage,Elegant crested tinamou,Aluminum,Bangladesh
Katine,F,McGarvie,Puma,Granite,Indonesia
Erl,I,Meharg,Denham's bustard,Steel,Brazil
Lori,J,Rizon,"Baboon, chacma",Wood,China
Zaccaria,A,Pappin,Greater adjutant stork,Rubber,Serbia
Madelon,A,Simister,Hyrax,Rubber,Azerbaijan
Giacopo,Y,Trulock,"Leopard, indian",Stone,El Salvador
Halimeda,N,De Simone,"Dove, ring",Glass,Malta
Wilhelm,M,Coombes,"Kangaroo, brush-tailed rat",Plastic,Uruguay
Eolanda,W,Arnaudon,African bush squirrel,Granite,China
Ardath,X,Cosgriff,"Beaver, european",Stone,Colombia
Celestina,H,Manilow,"Peccary, white-lipped",Granite,China
Rolf,J,Beacom,Golden brush-tailed possum,Granite,China
Kylen,U,Moraleda,Sally lightfoot crab,Plexiglass,France
Ethelind,B,Palliser,"Phalarope, grey",Stone,Indonesia
Toma,V,Threadgall,"Rhea, gray",Plastic,Afghanistan
Valle,X,Muat,Feathertail glider,Granite,Portugal
Gill,I,Enrich,"Phascogale, brush-tailed",Stone,Afghanistan
Merv,G,Pelfer,North American river otter,Rubber,Brazil
Pepito,T,Kepling,Madagascar fruit bat,Brass,Poland
Nikolai,H,Quinn,Black vulture,Brass,Poland
Cacilie,Z,Iron,Crested barbet,Brass,Indonesia
Erma,R,Whales,Sage grouse,Vinyl,Nepal
Jackie,W,Stenyng,Manatee,Stone,China
Wyn,K,Hatter,Scaly-breasted lorikeet,Aluminum,China
Alaric,V,Eastridge,"Peacock, blue",Granite,Pakistan
Milzie,P,Ivanyushkin,"White-eye, cape",Aluminum,Uruguay
Stanley,R,Povall,"Mockingbird, galapagos",Glass,Sweden
Curcio,Q,Wagg,"Wambenger, red-tailed",Plexiglass,Philippines
Alvira,Q,Huntingdon,"Deer, swamp",Rubber,Indonesia
Kevon,W,Shadrach,Steller's sea lion,Granite,Serbia
Ingrim,T,Farey,Common duiker,Rubber,United States
Brigitte,K,Templeton,Agama lizard (unidentified),Granite,Poland
Nesta,P,Palatini,Swamp deer,Vinyl,Canada
Brietta,E,Joyner,"Bleu, blue-breasted cordon",Steel,Portugal
Kathlin,J,Stodit,"Robin, white-throated",Brass,Morocco
Roana,O,Etock,"Skunk, western spotted",Wood,Uganda
Estrella,A,Nolda,Black bear,Brass,China
Lin,J,Jeanesson,Uinta ground squirrel,Wood,Malaysia
Vale,N,Collier,"Gull, pacific",Steel,Portugal
Shaylyn,D,Stroyan,Kalahari scrub robin,Steel,Indonesia
Rabbi,L,Alban,"Hawk, ferruginous",Stone,Malta
Walker,S,Skains,"Monitor, two-banded",Plastic,Colombia
Kort,G,Simonite,"Glider, sugar",Plexiglass,China
Shirlene,E,Blaxlande,"Meerkat, red",Rubber,Oman
Bert,I,Batson,Tiger,Vinyl,Democratic Republic of the Congo
Barty,G,Peer,White-lipped peccary,Plexiglass,Latvia
Eilis,E,Trimming,Indian jackal,Wood,Ukraine
Carleton,J,Clemintoni,Caracara (unidentified),Brass,Indonesia
Brittany,C,Truswell,Crab-eating fox,Brass,France
Millard,Y,O'Reilly,"Elk, Wapiti",Brass,Yemen
Curtice,S,Brangan,"Legaan, ground",Glass,Ireland
Lorrin,R,Ledbury,Ground legaan,Steel,Indonesia
Colas,W,Vahey,Sulfur-crested cockatoo,Stone,Ghana
Cicily,X,Bodycomb,Bengal vulture,Granite,Guam
Gaspard,A,Chestle,Asian false vampire bat,Aluminum,Ukraine
Emelyne,R,McCambridge,Onager,Wood,Poland
Hercule,W,Geelan,Gerbil (unidentified),Stone,Dominica
Quincy,P,Corradini,Rhesus monkey,Wood,Indonesia
Kirsteni,K,De Gogay,"Robin, white-throated",Aluminum,Slovenia
Hester,J,Windus,Asian water dragon,Rubber,Canada
Doralia,Z,Greiser,Eleven-banded armadillo (unidentified),Plastic,Brazil
Gwenny,Z,Memory,"Lory, rainbow",Rubber,Indonesia
Brett,S,Swait,"Glider, feathertail",Plastic,France
Tucker,L,Giff,Crested screamer,Vinyl,China
Renado,S,Beaten,Curve-billed thrasher,Brass,Egypt
Hurley,D,Eringey,"Bird, bare-faced go away",Vinyl,Mongolia
Roddie,T,Livens,Crimson-breasted shrike,Stone,Malaysia
Biddie,K,Westnedge,Ring-necked pheasant,Wood,Colombia
Kiley,Q,Birnie,Short-nosed bandicoot,Plexiglass,Russia
Reena,H,Bruckental,Pale-throated three-toed sloth,Plastic,China
Aurea,W,Hundey,Bare-faced go away bird,Brass,Indonesia
Selestina,X,Lambird,Three-banded plover,Plastic,Russia
Shanon,B,Lehrer,Pied butcher bird,Glass,Madagascar
Felic,R,McGuire,"Buffalo, wild water",Plastic,Cuba
Georgena,M,Brunone,"Nighthawk, common",Steel,China
Faydra,S,Yelding,Asian lion,Aluminum,Poland
Kimmy,U,Clelle,"Kingfisher, pied",Granite,Brazil
Dallis,Z,Franke,African elephant,Rubber,Norway
Davida,P,Darrigrand,"Bandicoot, long-nosed",Granite,Indonesia
Von,J,McGillacoell,"Dove, ring",Rubber,Czech Republic
Colette,G,Gummer,Small-toothed palm civet,Granite,Indonesia
Wenda,S,De Mitris,"Deer, savannah",Vinyl,Philippines
Ariel,W,Jonczyk,"Armadillo, seven-banded",Vinyl,Brazil
Bernardina,A,Sieur,Blackbuck,Brass,Indonesia
Marcy,U,Haversham,"Raven, white-necked",Steel,China
Cleon,D,Handforth,Two-banded monitor,Brass,Indonesia
Horacio,F,McWard,Red-winged hawk (unidentified),Steel,Czech Republic
Matilde,D,Tison,"Fox, blue",Brass,China
Fernande,H,Faint,Eagle owl (unidentified),Glass,United States
Danita,X,Pitcaithly,Spur-winged goose,Plexiglass,Finland
Birch,P,Halvosen,Small-clawed otter,Plastic,Poland
Bo,M,Muzzollo,Asian water buffalo,Vinyl,Poland
Amalea,Y,Kupis,"Finch, common melba",Wood,Benin
Jodi,D,Bicksteth,Tropical buckeye butterfly,Wood,Russia
Sonny,T,Layman,Tyrant flycatcher,Brass,Indonesia
Alain,P,Clipston,Springbuck,Vinyl,China
Barth,J,Wilcot,"Raccoon, crab-eating",Brass,Chile
Anna-diana,B,Dowdam,Horned lark,Granite,China
Marsh,M,Townes,Pale white-eye,Aluminum,Ecuador
Pollyanna,Y,Brecknell,Lizard (unidentified),Wood,Philippines
Kandy,Q,Denys,Mourning collared dove,Steel,Sweden
Aland,C,Jewson,Galapagos mockingbird,Vinyl,Philippines
Den,C,Bubbear,"Magpie, australian",Plexiglass,United States
Konrad,Y,Solland,Puma,Vinyl,Cameroon
Vallie,M,Ryves,"Fox, blue",Vinyl,China
Andreas,X,Blockwell,Lizard (unidentified),Granite,China
Skipp,H,Kippax,"Shelduck, common",Wood,Indonesia
Sibilla,B,Cobden,"Beaver, european",Steel,Pakistan
Isabella,P,Ryott,"Snake, buttermilk",Granite,Philippines
Karl,X,Beveredge,"Heron, green-backed",Steel,China
Peta,F,Hamby,Goanna lizard,Granite,Greece
Caprice,A,Mutton,"Lion, australian sea",Brass,Brazil
Freeman,K,Tonsley,"Bear, american black",Stone,Belarus
Selinda,T,Gallanders,Stick insect,Rubber,Colombia
Verena,C,Berka,"Kangaroo, black-faced",Rubber,Argentina
Jude,N,Petyankin,Uinta ground squirrel,Wood,Mauritius
Cornelle,C,Boost,Green vine snake,Granite,Madagascar
Tildi,N,Pyper,Agouti,Rubber,Argentina
Hagen,S,Poate,Mandras tree shrew,Wood,China
Darrel,G,Salkeld,Ring-tailed lemur,Glass,France
Gerti,D,Slaght,Ringtail cat,Wood,Venezuela
Chicky,T,Dobrowlski,"Cow, scottish highland",Aluminum,China
Lu,I,Closs,White-winged black tern,Stone,China
Nap,B,Titmuss,Spotted-tailed quoll,Stone,Iran
Austin,G,Le Hucquet,"Owl, burrowing",Granite,Japan
Tawnya,Q,Necolds,Western grey kangaroo,Plexiglass,Philippines
Gabbie,B,Midden,"Wolf, mexican",Aluminum,Belgium
Aigneis,Q,Cosker,Puma,Glass,Philippines
Winfield,W,Troutbeck,Gaur,Rubber,France
Lucio,Z,Dey,Numbat,Steel,China
Amery,K,Shimwall,Red lava crab,Aluminum,South Africa
Eden,G,Hagyard,Burmese brown mountain tortoise,Vinyl,Russia
Addy,Q,Biasioni,Harbor seal,Wood,Poland
Stephana,H,Pressman,"Colobus, magistrate black",Plastic,Indonesia
Wesley,V,Gianiello,Spotted deer,Glass,Philippines
Allen,E,Glyssanne,"Porcupine, north american",Granite,Ivory Coast
Gayler,N,Lorkins,"Tortoise, desert",Aluminum,China
Ursola,B,Merck,"Shelduck, common",Aluminum,Kazakhstan
Maurie,E,Tyt,Sacred ibis,Granite,France
Claudette,B,Geall,"Ibis, glossy",Steel,Nigeria
Thurston,V,Dearsley,Indian star tortoise,Granite,Cameroon
Agosto,H,Coiley,"Possum, common brushtail",Plastic,Armenia
Minny,G,Rushe,Herring gull,Stone,China
Field,Z,Fryers,Trumpeter swan,Aluminum,Zimbabwe
Philipa,Q,Van Bruggen,Blesbok,Brass,Indonesia
Sula,H,Cantor,"Cormorant, king",Granite,Philippines
Nobe,O,Schukert,Jungle kangaroo,Aluminum,Brazil
Karee,X,Edgler,Red-legged pademelon,Plastic,China
Claudie,T,Grattan,"Weaver, sociable",Plastic,China
Delmor,N,Legrave,"Antelope, four-horned",Stone,Brazil
Mordecai,Y,Mellonby,Asian lion,Plexiglass,Indonesia
Loydie,Y,Bunkle,"Siskin, pine",Vinyl,Venezuela
Cori,A,Aland,Little heron,Vinyl,Philippines
Aldis,W,Tarquinio,Blue wildebeest,Wood,Philippines
Lorianna,W,Bearn,"Racer, american",Steel,Philippines
Obed,F,McClounan,"Partridge, coqui",Aluminum,China
Hewie,L,Silverwood,"Crane, stanley",Brass,China
Allissa,U,Markel,"Heron, black-crowned night",Vinyl,Netherlands
Milissent,O,Mangam,"Trumpeter, green-winged",Brass,Indonesia
Teddy,K,Meaders,Southern ground hornbill,Stone,China
Truda,G,Urry,Madagascar fruit bat,Granite,Brazil
Jerrold,L,Mazzia,Southern white-crowned shrike,Rubber,China
Ezri,A,Wilfling,Silver-backed jackal,Steel,Bangladesh
Yehudi,N,Wightman,Argalis,Plexiglass,Russia
Willie,N,Crace,Rufous-collared sparrow,Brass,Brazil
Chrotoem,E,Dendle,"Falcon, peregrine",Wood,Kenya
Marketa,H,Grogona,"Dolphin, common",Plastic,China
Audie,I,Cathrae,"Grouse, sage",Brass,Russia
Leonard,F,Wiggam,"Cobra, cape",Granite,Philippines
Jewel,I,Surgey,Asian water dragon,Plexiglass,Venezuela
Alon,X,Mc Andrew,Arctic fox,Vinyl,China
Minnnie,R,Graybeal,Red-winged blackbird,Vinyl,Japan
Keelby,C,Zellmer,Whip-tailed wallaby,Stone,Sweden
Delmor,Z,Greenan,"Elephant, asian",Granite,Philippines
Alessandro,D,McSperrin,Goanna lizard,Wood,Portugal
Chiquita,T,Wardell,Mara,Aluminum,Ecuador
Silvanus,W,Shaw,"Phascogale, red-tailed",Stone,Serbia
Garrard,B,O'Kynsillaghe,Western lowland gorilla,Glass,Sweden
Mariana,L,Cabell,Kirk's dik dik,Granite,Poland
Ricard,B,Uwins,Racer snake,Plastic,Lithuania
Tonia,V,Ibbett,Australian brush turkey,Brass,Kosovo
Amalle,Z,Lear,Blue shark,Wood,China
Eliza,U,Passmore,Asiatic jackal,Plastic,Sweden
Hali,N,Hebditch,Blue-faced booby,Brass,Argentina
Felita,R,Scutter,"Shelduck, common",Granite,Mexico
Dory,L,Bezants,Indian tree pie,Glass,Canada
Wallie,N,Glennie,"Stork, white-necked",Stone,China
Ema,K,Coffee,Spotted-tailed quoll,Glass,Argentina
Elyn,L,Metherell,Blue racer,Plastic,France
Tom,X,Bandiera,Raccoon dog,Plastic,China
Adiana,E,Wrout,Southern white-crowned shrike,Granite,China
Audrye,K,Cathel,"Lion, mountain",Plexiglass,Bangladesh
Quintana,C,Seeley,"Cockatoo, long-billed",Rubber,Russia
Catherin,A,Aaronsohn,Hanuman langur,Wood,Canada
Godiva,Q,Heball,Sambar,Glass,China
Jorrie,P,Antushev,"Crane, wattled",Wood,Costa Rica
Ronica,S,Cool,Flightless cormorant,Steel,Colombia
Clayborn,E,Mathonnet,"Colobus, white-mantled",Brass,Morocco
Sheff,H,Grosier,"Stork, woolly-necked",Aluminum,Japan
Shandie,A,Cleynaert,"Gecko, ring-tailed",Stone,Indonesia
Lenci,Q,Gidman,Sarus crane,Aluminum,Montenegro
Andre,S,Copcote,Sociable weaver,Stone,Thailand
Jessalin,E,Rosendale,South American sea lion,Wood,Russia
Sam,M,Stirrip,Paradoxure,Brass,Guatemala
Nell,T,Rippingale,Scaly-breasted lorikeet,Wood,Ukraine
Kariotta,K,Lowdeane,Wild boar,Granite,Russia
Stanislaus,U,Corbridge,Red brocket,Stone,Russia
Belle,N,Tassell,"Spoonbill, white",Wood,Philippines
Inigo,M,Humbles,"Pheasant, common",Stone,Japan
Hendrick,A,Kinlock,Glossy starling (unidentified),Plastic,China
Cindy,V,Cowx,Alpaca,Steel,China
Shaina,K,Franklen,Coqui partridge,Granite,Sweden
Saxe,G,Ovenell,"Ibis, sacred",Steel,Bangladesh
Donetta,X,Papen,"Frogmouth, tawny",Glass,Indonesia
Aubree,C,Honnan,South African hedgehog,Plexiglass,Philippines
Evaleen,X,Tummond,"Phalarope, northern",Glass,China
Kym,A,Gulland,Red-legged pademelon,Vinyl,Madagascar
Adan,Q,Tidbald,Pied kingfisher,Stone,China
Domingo,C,Duchart,"Roadrunner, greater",Rubber,Indonesia
Bale,U,Beeson,Long-billed corella,Brass,Serbia
Arlan,A,Biggadike,White-necked raven,Wood,Indonesia
Gillian,L,Franzonetti,"Bird, bare-faced go away",Wood,Philippines
Merwyn,R,Cakebread,Grison,Wood,China
Stanislaw,X,Cadden,"Deer, mule",Plexiglass,China
Reena,P,Middleditch,Bushpig,Granite,Poland
Almeria,B,Denington,Crown of thorns starfish,Granite,Mongolia
Katrina,Q,Maddick,"Glider, sugar",Plastic,Portugal
Aldo,M,Garman,"Pelican, great white",Aluminum,Ukraine
Emilee,S,Rey,Great cormorant,Plexiglass,Croatia
Walden,Z,Laverty,Knob-nosed goose,Aluminum,Ukraine
Faustine,M,Cornwall,Blue-tongued skink,Glass,Brazil
Min,S,Strathern,Two-toed sloth,Vinyl,Saudi Arabia
Ericha,A,Barca,Mudskipper (unidentified),Plexiglass,China
Duffy,A,Dobrovsky,Brazilian tapir,Aluminum,Indonesia
Walton,R,Piggford,"Lemur, grey mouse",Brass,China
Christal,C,Espasa,Defassa waterbuck,Steel,China
Julianna,J,Diggens,"Peccary, collared",Stone,United States
Lois,P,Knolles-Green,"Kiskadee, great",Vinyl,Malaysia
Emelyne,U,Duling,Gambel's quail,Stone,Russia
Dana,R,Ladley,"Opossum, american virginia",Rubber,Russia
Ivette,Q,Hammerstone,"Falcon, prairie",Stone,Indonesia
Theo,Y,Maps,Small Indian mongoose,Rubber,Slovenia
Sibley,E,Threadgill,Indian leopard,Plexiglass,Indonesia
Webb,S,Ganny,"Bird, red-billed tropic",Aluminum,Japan
Lanae,B,Nobes,"Openbill, asian",Aluminum,Poland
Desirae,A,Vassano,"Badger, american",Glass,Colombia
Carey,A,Vowells,Wood pigeon,Granite,Nigeria
Lilas,H,Gasson,Common wallaroo,Aluminum,Indonesia
Con,E,Louw,"Dog, black-tailed prairie",Plastic,Slovenia
Franzen,P,Cathrae,American black bear,Brass,Argentina
Arabelle,X,Luparti,"Jackal, golden",Glass,Poland
Pollyanna,D,Poore,Mountain lion,Plastic,China
Winnie,U,Taggert,Chimpanzee,Plexiglass,Czech Republic
Fredek,I,Domerque,"Lemur, brown",Aluminum,Afghanistan
Meredith,L,Jeness,Long-tailed jaeger,Rubber,China
Netta,Y,Searson,"Porcupine, tree",Plastic,Portugal
Jarret,Q,Ormrod,Painted stork,Aluminum,China
Obidiah,G,Nelissen,"Lizard, desert spiny",Vinyl,Portugal
Ranna,O,Flea,White-faced tree rat,Glass,Japan
Susi,Y,Pays,"Flamingo, roseat",Vinyl,Honduras
Laverne,R,Glowacha,"Cockatoo, red-breasted",Granite,Israel
Prue,N,Glassman,Banded mongoose,Glass,China
Dolf,Q,Krolik,"Bleu, blue-breasted cordon",Aluminum,France
Nomi,W,Hannabus,Black kite,Wood,Uganda
Emelyne,W,Rodolfi,"Phalarope, northern",Glass,China
Milton,I,Ellacombe,"Rattlesnake, horned",Aluminum,Peru
Zeke,X,Ivanitsa,Snow goose,Brass,Indonesia
Celina,Z,Van Eeden,Mule deer,Glass,Denmark
Trevor,Y,Twaits,Western lowland gorilla,Plexiglass,China
Amii,I,Yanukhin,Butterfly (unidentified),Plastic,Argentina
Julina,S,Jauncey,Southern sea lion,Plexiglass,Vietnam
Philbert,X,Searles,Plains zebra,Stone,Czech Republic
Georgeanne,B,Luton,Red-necked wallaby,Wood,France
Ailina,A,Dainter,"Peccary, collared",Plastic,Portugal
Keri,G,Launchbury,African elephant,Vinyl,Netherlands
Frances,K,Parmenter,"Wallaby, bennett's",Aluminum,Indonesia
Suellen,N,Jeays,"Goose, andean",Brass,Portugal
Margareta,X,Cowan,"Legaan, Monitor (unidentified)",Steel,China
Richart,R,Follen,Dark-winged trumpeter,Steel,Brazil
Elizabeth,B,Wallman,Lesser double-collared sunbird,Brass,China
Alley,L,Khotler,Butterfly (unidentified),Granite,Egypt
